Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab,OnlyRoman,MentionsGeo,is analogy,quoted clues
3/20/2012,VIVE,"""___ le roi!""",Other,Foreign language fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/8/2011,ABAS,"""___ le roi!""",Other,Foreign language fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/13/2015,HASTA,"""___ luego""",Other,Foreign language fill in the blank,FALSE,2,11,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.5454545454545454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/1/2016,HASTA,"""___ manana""",Other,Foreign language fill in the blank,FALSE,2,12,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1/14/2013,MAMMA,"""___ mia!""",Other,Foreign language fill in the blank,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/30/1997,ENTRE,"""___ nous...""",Other,Foreign language fill in the blank,FALSE,2,13,9,TRUE,TRUE,FALSE,FALSE,0,TRUE,6,0,0,0.6923076923076923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/12/2017,QUE,"""___ pasa?""",Other,Foreign language fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/7/2007,ERI,"""___ tu che macchiavi quell'anima""",Other,Foreign language fill in the blank,FALSE,5,34,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.29411764705882354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/4/2005,QUO,"""___ Vadis?""",Other,Foreign language fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0.5,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/30/2011,ORO,"""___ y plata""",Other,Foreign language fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/29/1998,NEST,"""___-ce pas?""",Other,Foreign language fill in the blank,FALSE,2,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/17/1996,FELIZ,"""___Navidad!""",Other,Foreign language fill in the blank,FALSE,1,13,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,13,0,0,0.46153846153846156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/4/1994,SANTE,"""A votre___!""",Other,Foreign language fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/15/2012,LIEBER,"""Ach du ___!""",Other,Foreign language fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/24/2019,IDEE,"""Bonne ___!""",Other,Foreign language fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/25/2007,SERA,"""Buona ___!""",Other,Foreign language fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/8/2021,SERA,"""Buona ___""",Other,Foreign language fill in the blank,FALSE,2,11,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.5454545454545454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/4/2012,DIEM,"""Carpe ___""",Other,Foreign language fill in the blank,FALSE,2,11,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.5454545454545454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1/19/2014,ESTAS,"""Como ___?""",Other,Foreign language fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/28/2016,MIO,"""Dios ___!""",Other,Foreign language fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/7/2011,BRUTE,"""Et tu, ___?""",Other,Foreign language fill in the blank,FALSE,3,13,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,1,0,0.6923076923076923,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
9/23/2020,LUEGO,"""Hasta ___!""",Other,Foreign language fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/7/2017,MANANA,"""Hasta ___""",Other,Foreign language fill in the blank,FALSE,2,11,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.5454545454545454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/2/2011,AIME,"""Je vous ___""",Other,Foreign language fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10/10/2007,COQ,"""Le ___ d'Or""",Other,Foreign language fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/28/2017,MIO,"""O Sole ___""",Other,Foreign language fill in the blank,FALSE,3,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.3333333333333335,0,0.3333333333333333,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/28/2016,PASA,"""Que ___?""",Other,Foreign language fill in the blank,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/12/1996,ESO,"""Que es ___?""",Other,Foreign language fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/16/2018,SABE,"""Quien ___?""",Other,Foreign language fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/6/2017,BIEN,"""Tres ___!""",Other,Foreign language fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/13/2015,BIEN,"""Tres ___""",Other,Foreign language fill in the blank,FALSE,2,10,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/21/2009,GROUCHOMARX,"""Die, my dear? Why, that's the last thing I'll do!""",Other,Full name of speaker given quote,FALSE,10,51,17,TRUE,FALSE,FALSE,FALSE,0,FALSE,4.2,2,0.2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/3/2005,STEPHENKING,"""I am the literary equivalent of a Big Mac and fries""",Other,Full name of speaker given quote,FALSE,11,53,12,TRUE,FALSE,FALSE,FALSE,0,FALSE,3.909090909090909,0,0.18181818181818182,0.22641509433962265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/3/2005,CALVINCOOLIDGE,"""I have never been hurt by anything I didn't say""",Other,Full name of speaker given quote,FALSE,10,49,12,TRUE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.1,0.24489795918367346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/1/1996,ABRAHAMLINCOLN,"""If I were two-faced, would I be wearing this one?""",Other,Full name of speaker given quote,FALSE,10,51,14,TRUE,FALSE,FALSE,FALSE,0,FALSE,4.2,1,0.2,0.27450980392156865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/24/2017,ARE,"""___ You Smarter Than a 5th Grader?""",Other,Proper noun fill in the blank,FALSE,7,36,13,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.285714285714286,0,0.5714285714285714,0.3333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/1/2009,NYES,"""Bill ___ History of the United States""",Other,Proper noun fill in the blank,FALSE,7,39,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.714285714285714,0,0.42857142857142855,0.28205128205128205,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1/11/2002,THEO,"""Dear ___: The Autobiography of Vincent Van Gogh""",Other,Proper noun fill in the blank,FALSE,8,49,13,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.25,0,0.625,0.2653061224489796,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/11/2016,LEAGUES,"""Twenty Thousand ___ Under the Sea""",Other,Proper noun fill in the blank,FALSE,6,35,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0.5,0.2857142857142857,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/10/2011,THEY,""" ... or so ___ say""",Other,Quote fill in the blank,FALSE,6,20,13,TRUE,TRUE,FALSE,FALSE,0,TRUE,2.5,0,0,0.65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/26/2005,OFTHE,""" ?à that government ___ people ?à""",Other,Quote fill in the blank,FALSE,7,35,15,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.142857142857143,0,0,0.42857142857142855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/20/2014,ORI,"""... ___ go!""",Other,Quote fill in the blank,FALSE,3,13,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.6666666666666665,0,0,0.8461538461538461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/4/2009,ORTO,"""... ___ go?""",Other,Quote fill in the blank,FALSE,3,13,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.6666666666666665,0,0,0.8461538461538461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/17/2013,ITHEE,"""... ___ wed""",Other,Quote fill in the blank,FALSE,3,13,10,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.6666666666666665,0,0,0.7692307692307693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/2/2018,ADATE,"""... ___ which will live in infamy""",Other,Quote fill in the blank,FALSE,7,35,14,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.142857142857143,0,0,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/6/2001,IFA,"""... ___ woodchuck could chuck wood""",Other,Quote fill in the blank,FALSE,6,36,13,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.166666666666667,0,0,0.3611111111111111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/5/2010,IFA,"""... ___ woodchuck could chuck wood?""",Other,Quote fill in the blank,FALSE,6,37,14,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.333333333333333,0,0,0.3783783783783784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/19/2018,NEER,"""... and ___ the twain shall meet""",Other,Quote fill in the blank,FALSE,7,34,14,TRUE,TRUE,FALSE,FALSE,0,TRUE,4,0,0,0.4117647058823529,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/23/1994,ACAT,"""... more than one way to skin ___""",Other,Quote fill in the blank,FALSE,8,35,15,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.5,0,0,0.42857142857142855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/28/2011,ASHOE,"""... old woman who lived in ___""",Other,Quote fill in the blank,FALSE,7,32,14,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.7142857142857144,0,0,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/8/2014,IFA,"""... woodchuck chuck, ___ woodchuck could chuck wood?""",Other,Quote fill in the blank,FALSE,8,54,17,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.875,1,0,0.3148148148148148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/16/1994,ADATE,"""...___ which will live in infamy""",Other,Quote fill in the blank,FALSE,6,34,13,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.833333333333333,0,0,0.38235294117647056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/25/1996,ORI,"""...___quit!""",Other,Quote fill in the blank,FALSE,1,13,9,TRUE,TRUE,FALSE,FALSE,0,TRUE,13,0,0,0.6923076923076923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/13/1994,THREE,"""...called for his fiddlers ___""",Other,Quote fill in the blank,FALSE,5,32,12,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.6,0,0,0.375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/31/2006,ASNO,"""?à perhaps comes ___ surprise ?à""",Other,Quote fill in the blank,FALSE,6,34,14,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.833333333333333,0,0,0.4117647058823529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/21/2000,ITWAS,"""___ a dark and stormy night...""",Other,Quote fill in the blank,FALSE,6,32,13,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.5,0,0,0.40625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/11/2008,SUCH,"""___ a deal!""",Other,Quote fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/5/2001,ITS,"""___ a girl!""",Other,Quote fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/5/2009,NEED,"""___ a lift?""",Other,Quote fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/21/2003,AND,"""___ a partridge in a pear tree""",Other,Quote fill in the blank,FALSE,7,32,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.7142857142857144,0,0,0.34375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/18/2013,HE'S,"""___ a Rebel""",Other,Quote fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0.3333333333333333,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/1/2012,IPUT,"""___ a Spell on You""",Other,Quote fill in the blank,FALSE,5,20,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.2,0,0.4,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/23/2012,ANY,"""___ advice?""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/16/2019,ITS,"""___ alive!""",Other,Quote fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/15/2019,SAKES,"""___ alive!""",Other,Quote fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/30/2015,ICAME,"""___ all the way here for this?""",Other,Quote fill in the blank,FALSE,7,32,12,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.7142857142857144,0,0,0.375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/4/2011,ASI,"""___ always say ...""",Other,Quote fill in the blank,FALSE,4,20,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.25,0,0,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10/23/2017,ITS,"""___ Always Sunny in Philadelphia""",Other,Quote fill in the blank,FALSE,5,34,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0.6,0.2647058823529412,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/3/2008,OVER,"""___ and out""",Other,Quote fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/1/2014,FEES,"""___ and restrictions may apply""",Other,Quote fill in the blank,FALSE,5,32,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.6,0,0,0.28125,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/3/2019,THESE,"""___ are the voyages of the starship Enterprise""",Other,Quote fill in the blank,FALSE,8,48,12,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.125,0,0.125,0.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/29/2008,DAREI,"""___ ask ...""",Other,Quote fill in the blank,FALSE,3,13,10,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.6666666666666665,0,0,0.7692307692307693,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/7/2017,ALI,"""___ Baba and the Forty Thieves""",Other,Quote fill in the blank,FALSE,6,32,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0.5,0.3125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/12/2017,ATTA,"""___ baby!""",Other,Quote fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/12/2012,ITLL,"""___ be O.K.""",Other,Quote fill in the blank,FALSE,3,13,9,TRUE,TRUE,FALSE,FALSE,2,FALSE,3.6666666666666665,0,0.3333333333333333,0.6923076923076923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/21/2003,ITS,"""___ Beginning to Look a Lot Like Christmas""",Other,Quote fill in the blank,FALSE,8,44,12,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.625,0,0.625,0.2727272727272727,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/29/2013,TIS,"""___ better to have loved and lost ...""",Other,Quote fill in the blank,FALSE,8,39,15,TRUE,TRUE,FALSE,FALSE,0,TRUE,4,0,0,0.38461538461538464,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/5/2010,ANY,"""___ better?""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/9/2017,BADA,"""___ bing!""",Other,Quote fill in the blank,FALSE,2,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.6363636363636364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/14/2010,HAIL,"""___ Caesar!""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0.5,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/14/2014,NOTA,"""___ chance!""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/18/2001,ATNO,"""___ charge!""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/15/2021,WASI,"""___ close?""",Other,Quote fill in the blank,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/14/2012,CASE,"""___ closed!""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/8/1998,TEAOR,"""___ coffee?""",Other,Quote fill in the blank,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/10/2011,NEDS,"""___ Declassified School Survival Guide""",Other,Quote fill in the blank,FALSE,5,40,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,7.2,0,0.8,0.225,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/12/2010,ITSTO,"""___ die for""",Other,Quote fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.5384615384615384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/9/2011,NOI,"""___ do not!""",Other,Quote fill in the blank,FALSE,3,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/30/2011,EASY,"""___ does it""",Other,Quote fill in the blank,FALSE,3,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
