Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe",contains word before
5/18/2021,PANTY,Word before line or hose,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
5/13/2021,ONLY,Word before child or human,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
5/3/2021,SOY,Word before sauce or milk,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
4/30/2021,END,"Redundant word before ""result""",Other,,False,4,30,5,False,False,False,False,0,False,6.75,0,0.0,0.06666666666666667,False,False,False,False,False,True
4/18/2021,SEE,Word before an explanation,Other,,False,4,26,3,False,False,False,False,0,False,5.75,0,0.25,0.0,False,False,False,False,False,True
4/18/2021,LET,Word before ride or slide,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
3/25/2021,PET,Word before food or theory,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
3/13/2021,THE,"When italicized, word before something exemplary",Other,,False,6,48,6,False,False,False,False,0,False,7.166666666666667,1,0.0,0.020833333333333332,False,False,False,False,False,True
3/1/2021,SNAIL,Word before shell or mail,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
2/14/2021,MANO,"Word before and after ""a""",Other,,False,5,25,6,False,False,False,False,0,False,4.2,0,0.2,0.08,False,False,False,False,False,True
1/17/2021,GRAB,Word before bag or bar,Other,,False,5,22,4,False,False,False,False,0,False,3.6,0,0.2,0.0,False,False,False,False,False,True
1/16/2021,ARM,Word before or after strong,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
12/17/2020,IDLE,Word before rich or talk,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
12/3/2020,MEAN,"Word before ""Streets"" and ""Girls"" in film titles",Other,,False,8,48,11,False,False,False,False,0,False,5.125,0,0.375,0.08333333333333333,False,False,False,False,False,True
11/30/2020,SOLAR,Word before system or power,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
11/24/2020,BABY,Word before boom or blues,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
11/18/2020,EYE,Word before dropper or popper,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,True
11/9/2020,STRIP,Word before mall or poker,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
10/27/2020,ONLY,Word before child or human,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
10/16/2020,SPOT,Word before check ... or a pattern alternative to a check,Other,,False,11,57,13,False,False,False,False,0,True,4.2727272727272725,0,0.09090909090909091,0.05263157894736842,False,False,False,False,False,True
9/27/2020,UPPER,Word before hand or jaw,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
8/26/2020,CORE,Word before curriculum or meltdown,Other,,False,5,34,4,False,False,False,False,0,False,6.0,0,0.2,0.0,False,False,False,False,False,True
8/17/2020,SELF,Word before taught or effacing,Other,,False,5,30,4,False,False,False,False,0,False,5.2,0,0.2,0.0,False,False,False,False,False,True
8/14/2020,SEA,Word before god or devil,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
7/27/2020,WIND,Word before chill or chimes,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
7/26/2020,INSIDE,Word before job or joke,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
7/13/2020,GEE,Word before whiz,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.0,False,False,False,False,False,True
7/11/2020,GIRL,Word before talk or power,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
7/5/2020,STOP,Word before or after short,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
6/24/2020,RAT,Word before or after pack,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
6/13/2020,ICE,Word before pick or pack,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
6/12/2020,ALAS,Word before some sad words,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
5/26/2020,FOR,"Word before good, sale or sure",Other,,False,6,30,6,False,False,False,False,0,False,4.166666666666667,1,0.16666666666666666,0.03333333333333333,False,False,False,False,False,True
5/18/2020,SEA,"Word before lion, level or legs",Other,,False,6,31,6,False,False,False,False,0,False,4.333333333333333,1,0.16666666666666666,0.03225806451612903,False,False,False,False,False,True
5/9/2020,ART,Word before glass or house,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
5/8/2020,EPIC,Word before tale or fail,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
5/3/2020,LONG,Word before or after run,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
4/23/2020,SESAME,Word before Street or oil,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.4,0.0,False,False,False,False,False,True
4/21/2020,MAD,Word before dog or dash,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
3/29/2020,FLIP,Word before phone or book,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
3/18/2020,SOLAR,Word before system or panel,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
3/11/2020,INNER,Word before peace or child,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
2/16/2020,INDEX,Word before card or fund,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
1/12/2020,SNOW,Word before cap or shoe,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
12/29/2019,MEAN,Word before streak or business,Other,,False,5,30,4,False,False,False,False,0,False,5.2,0,0.2,0.0,False,False,False,False,False,True
12/19/2019,TIN,"Word before Pan, Man or can",Other,,False,6,27,6,False,False,False,False,0,False,3.6666666666666665,1,0.5,0.037037037037037035,False,False,False,False,False,True
12/18/2019,TACO,Word before sauce or truck,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
12/18/2019,SOY,Word before sauce or milk,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
12/15/2019,LET,Word before rip or slip,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
12/13/2019,MANO,"Word before and after ""a""",Other,,False,5,25,6,False,False,False,False,0,False,4.2,0,0.2,0.08,False,False,False,False,False,True
11/26/2019,CROP,Word before top or circle,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
11/6/2019,PILOT,Word before light or study,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
11/5/2019,ROYAL,Word before we or flush,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
11/3/2019,BANANA,Word before bread or boat,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
10/16/2019,CREAM,Word before sauce or soda,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
10/13/2019,HIT,"Word before ""home"" or ""the road""",Other,,False,6,32,9,False,False,False,False,0,False,4.5,0,0.16666666666666666,0.125,False,False,False,False,False,True
10/1/2019,POR,"Word before ""favor"" or ""ejemplo""",Other,,False,5,32,8,False,False,False,False,0,False,5.6,0,0.2,0.125,False,False,False,False,False,True
9/4/2019,GRAB,Word before bag or bar,Other,,False,5,22,4,False,False,False,False,0,False,3.6,0,0.2,0.0,False,False,False,False,False,True
8/6/2019,VIS,"Word before and after ""a""",Other,,False,5,25,6,False,False,False,False,0,False,4.2,0,0.2,0.08,False,False,False,False,False,True
7/15/2019,STREET,Word before map or smarts,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
6/30/2019,SCATTER,Word before shot or plot,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
6/21/2019,HOPE,Word before and after against,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,True
6/16/2019,DARK,Word before web or chocolate,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.0,False,False,False,False,False,True
6/9/2019,MIC,Word before check or drop,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
6/3/2019,ONE,"Word before ""blastoff""",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,False,False,False,True
6/1/2019,OSCAR,Word before bait or buzz,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
5/21/2019,DROP,"Word before ""a hint,"" ""a line"" or ""the ball""",Other,,False,9,44,15,False,False,False,False,0,False,4.0,1,0.1111111111111111,0.1590909090909091,False,False,False,False,False,True
5/12/2019,MINE,"Word before and after ""all""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.2,0.07407407407407407,False,False,False,False,False,True
5/7/2019,LOWER,"Word before ""the bar"" or ""the boom""",Other,,False,7,35,10,False,False,False,False,0,False,4.142857142857143,0,0.14285714285714285,0.11428571428571428,False,False,False,False,False,True
4/23/2019,TOOTH,Word before fairy or decay,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
4/17/2019,SIR,"Word before and after yes, in the military",Other,,False,8,42,8,False,False,False,False,0,False,4.375,1,0.125,0.023809523809523808,False,False,False,False,False,True
4/11/2019,BYE,A word before you go,Other,,False,5,20,4,False,False,False,False,0,False,3.2,0,0.0,0.0,False,False,False,False,False,True
3/1/2019,FAR,Word before right or sight,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
1/21/2019,ITS,"Word before ""a bird,"" ""a plane"" and ""Superman!""",Other,,False,8,47,15,False,False,False,False,0,False,5.0,1,0.25,0.1702127659574468,False,False,False,False,False,True
1/9/2019,WITHIN,Word before reach or reason,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
12/9/2018,NEVER,"Word before and after ""say""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.2,0.07407407407407407,False,False,False,False,False,True
12/4/2018,SEX,Word before sells or cells,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
11/23/2018,CENT,Word before sign or after red,Other,,False,6,29,5,False,False,False,False,0,False,4.0,0,0.16666666666666666,0.0,False,False,False,False,False,True
11/19/2018,HOLY,Word before Ghost or Grail,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.6,0.0,False,False,False,False,False,True
10/30/2018,SOCIAL,Word before status or studies,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,True
10/26/2018,UGH,"Word before ""I hate that!""",Other,,False,5,26,7,False,False,False,False,0,False,4.4,0,0.4,0.11538461538461539,False,False,False,False,False,True
9/29/2018,DAY,"Word before or after ""one""",Other,,False,5,26,6,False,False,False,False,0,False,4.4,0,0.2,0.07692307692307693,False,False,False,False,False,True
9/2/2018,ALL,Word before right or rise,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
8/29/2018,ROYAL,Word before flush or pain,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
8/7/2018,RAPID,Word before fire or transit,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
7/31/2018,ETON,"Word before collar, jacket or College",Other,,False,6,37,6,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.02702702702702703,False,False,False,False,False,True
7/3/2018,SORRY,"Word before and after ""not""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.2,0.07407407407407407,False,False,False,False,False,True
5/12/2018,ALL,"Word before and after ""in""",Other,,False,5,26,6,False,False,False,False,0,False,4.4,0,0.2,0.07692307692307693,False,False,False,False,False,True
5/1/2018,DODGE,Word before City or after Fort on Midwest maps,Other,,False,9,46,8,False,False,False,False,0,False,4.222222222222222,0,0.4444444444444444,0.0,False,False,False,False,False,True
4/29/2018,OMELET,Word before pan or after Spanish,Other,,False,6,32,5,False,False,False,False,0,False,4.5,0,0.3333333333333333,0.0,False,False,False,False,False,True
4/19/2018,HERES,"Word before ""Johnny"" or ""Lucy""",Other,,False,5,30,8,False,False,False,False,0,False,5.2,0,0.6,0.13333333333333333,False,False,False,False,False,True
3/25/2018,SIR,"Word before and after ""no""",Other,,False,5,26,6,False,False,False,False,0,False,4.4,0,0.2,0.07692307692307693,False,False,False,False,False,True
2/25/2018,BIG,Word before data or deal,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
2/25/2018,USE,"Word before ""before""",Other,,False,3,20,4,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.1,False,False,False,False,False,True
2/22/2018,TOO,Word before little and late,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
1/16/2018,BASE,Word before metal or instinct,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,True
1/14/2018,NANNY,Word before goat or state,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
12/7/2017,HIGHER,Word before calling or learning,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.2,0.0,False,False,False,False,False,True
12/3/2017,ANY,Word before questions or advice,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.2,0.0,False,False,False,False,False,True
9/7/2017,UNTIL,"Word before ""Yesterday"" in a Tony Bennett hit and ""Tomorrow"" in a Sammy Kaye hit",Other,,False,15,80,18,False,False,False,False,0,False,4.4,0,0.4666666666666667,0.05,False,False,False,False,False,True
9/5/2017,YOURE,"Word before ""wrong"" or ""welcome""",Other,,False,5,32,8,False,False,False,False,0,False,5.6,0,0.2,0.125,False,False,False,False,False,True
8/29/2017,LAB,Word before coat or rat,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
7/22/2017,LIGHT,Word before or after green,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
7/16/2017,VIET,Word before Cong or Minh,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.6,0.0,False,False,False,False,False,True
6/29/2017,MIDDLE,Word before school or class,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
6/14/2017,WOMANS,Word before Day or World on magazine racks,Other,,False,8,42,7,False,False,False,False,0,False,4.375,0,0.375,0.0,False,False,False,False,False,True
6/8/2017,FAST,"Word before food, paradoxically?",Other,,True,4,32,5,False,False,False,False,0,False,7.25,1,0.25,0.0625,False,False,False,False,False,True
5/31/2017,TAIL,Word before (or synonymous with) end,Other,,False,6,36,7,False,False,False,False,0,False,5.166666666666667,0,0.16666666666666666,0.05555555555555555,False,False,False,False,False,True
5/8/2017,ASK,"Word before ""and ye shall receive""",Other,,False,6,34,7,False,False,False,False,0,False,4.833333333333333,0,0.16666666666666666,0.058823529411764705,False,False,False,False,False,True
5/7/2017,PAT,"Word before or after ""down""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.2,0.07407407407407407,False,False,False,False,False,True
4/30/2017,SEA,Word before green or after deep blue,Other,,False,7,36,6,False,False,False,False,0,False,4.285714285714286,0,0.14285714285714285,0.0,False,False,False,False,False,True
2/26/2017,MAMA,"Word before ""Ooh, didn't mean to make you cry"" in Queen's ""Bohemian Rhapsody""",Other,,False,13,77,19,False,False,False,False,0,False,5.0,1,0.38461538461538464,0.09090909090909091,False,False,False,False,False,True
2/19/2017,DOING,Word before or after nothing,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.0,False,False,False,False,False,True
2/7/2017,LIAR,"Repeated word before ""pants on fire""",Other,,False,6,36,7,False,False,False,False,0,False,5.166666666666667,0,0.0,0.05555555555555555,False,False,False,False,False,True
1/31/2017,OPEN,"Word before air, fire or water",Other,,False,6,30,6,False,False,False,False,0,False,4.166666666666667,1,0.16666666666666666,0.03333333333333333,False,False,False,False,False,True
1/19/2017,POPE,Word before or after Alexander,Other,,False,5,30,4,False,False,False,False,0,False,5.2,0,0.4,0.0,False,False,False,False,False,True
1/13/2017,POLICE,Word before or after state,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
1/9/2017,NASAL,Word before congestion or spray,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.2,0.0,False,False,False,False,False,True
1/9/2017,NEE,Word before a maiden name,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
12/16/2016,LONG,Word before ball or shot,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
12/4/2016,SIR,"Word before and after ""yes,"" in the Army",Other,,False,8,40,10,False,False,False,False,0,False,4.125,1,0.25,0.075,False,False,False,False,False,True
11/22/2016,BOYS,"Word before and after ""will be""",Other,,False,6,31,7,False,False,False,False,0,False,4.333333333333333,0,0.16666666666666666,0.06451612903225806,False,False,False,False,False,True
11/9/2016,GYPSY,Word before moth or cab,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
10/27/2016,ONE,"Word before ""Happy New Year!""",Other,,False,5,29,7,False,False,False,False,0,False,5.0,0,0.8,0.10344827586206896,False,False,False,False,False,True
10/21/2016,SAY,"Word before or after ""what""",Other,,False,5,27,6,False,False,False,False,0,False,4.6,0,0.2,0.07407407407407407,False,False,False,False,False,True
10/19/2016,FIST,Word before bump or pump,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
10/2/2016,AIR,Word before strike or ball,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
8/15/2016,MAIDEN,Word before name or voyage,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
7/18/2016,DUE,Word before north or after payment,Other,,False,6,34,5,False,False,False,False,0,False,4.833333333333333,0,0.16666666666666666,0.0,False,False,False,False,False,True
6/23/2016,ONLY,"Word before ""Sixteen,"" ""Time"" and ""You"" in top 10 hit songs",Other,,False,11,59,19,False,False,False,False,0,False,4.454545454545454,1,0.36363636363636365,0.11864406779661017,False,False,False,False,False,True
5/3/2016,REAR,Word before window or end,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
4/27/2016,AIR,Word before gun or guitar,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
4/26/2016,FLU,Word before shot or season,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
3/7/2016,NATURAL,Word before gas or disaster,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
2/4/2016,AIR,Word before China or India,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.6,0.0,False,False,False,False,False,True
12/2/2015,LET,Word before fly or rip,Other,,False,5,22,4,False,False,False,False,0,False,3.6,0,0.2,0.0,False,False,False,False,False,True
12/1/2015,BOYS,"Word before and after ""will be""",Other,,False,6,31,7,False,False,False,False,0,False,4.333333333333333,0,0.16666666666666666,0.06451612903225806,False,False,False,False,False,True
11/2/2015,UNDER,"Word before ""the gun"" or ""the circumstances""",Other,,False,7,44,10,False,False,False,False,0,False,5.428571428571429,0,0.14285714285714285,0.09090909090909091,False,False,False,False,False,True
10/22/2015,GEE,"Word before ""I dunno""",Other,,False,4,21,5,False,False,False,False,0,False,4.5,0,0.5,0.09523809523809523,False,False,False,False,False,True
9/30/2015,PIT,Word before boss or bull,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
9/28/2015,LORD,"Word before ""have mercy!""",Other,,False,4,25,6,False,False,False,False,0,False,5.5,0,0.25,0.12,False,False,False,False,False,True
9/23/2015,SINCE,Word before a year on a storefront,Other,,False,7,34,6,False,False,False,False,0,False,4.0,0,0.14285714285714285,0.0,False,False,False,False,False,True
9/23/2015,ACID,Word before test or trip,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
9/14/2015,NEE,Word before a maiden name,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
9/5/2015,ONE,"Word before and after ""to,"" ""on"" or ""for""",Other,,False,8,41,14,False,False,False,False,0,False,4.25,1,0.125,0.17073170731707318,False,False,False,False,False,True
9/1/2015,ONLY,"Title word before ""You,"" ""U"" or ""Yesterday"" in hit songs",Other,,False,10,56,16,False,False,False,False,0,False,4.7,1,0.4,0.125,False,False,False,False,False,True
8/31/2015,DUE,Word before north or process,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.2,0.0,False,False,False,False,False,True
8/4/2015,CASH,Word before cow or crop,Other,,False,5,23,4,False,False,False,False,0,False,3.8,0,0.2,0.0,False,False,False,False,False,True
7/20/2015,UPPER,Word before house or hand,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
5/21/2015,ERIN,"Word before ""go"" in a seasonal phrase",Other,,False,7,37,8,False,False,False,False,0,False,4.428571428571429,0,0.14285714285714285,0.05405405405405406,False,False,False,False,False,True
5/12/2015,SWAN,Word before dive or song,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
2/23/2015,ROMANCE,Word before novel or language,Other,,False,5,29,4,False,False,False,False,0,False,5.0,0,0.2,0.0,False,False,False,False,False,True
2/15/2015,GEE,"Word before ""I didn't know that!""",Other,,False,6,33,9,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.12121212121212122,False,False,False,False,False,True
1/20/2015,PAJAMA,Word before top or party,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.0,False,False,False,False,False,True
1/14/2015,SEA,Word before chest or change,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
1/5/2015,INNER,Word before planet or peace,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.2,0.0,False,False,False,False,False,True
12/10/2014,BIG,Word before Mac or cheese,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.4,0.0,False,False,False,False,False,True
12/9/2014,BLUE,Word before cheese or chip,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
11/27/2014,SODA,Word before bread or water,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.2,0.0,False,False,False,False,False,True
11/17/2014,YEA,"Word before ""verily"" in the Bible",Other,,False,6,33,7,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.06060606060606061,False,False,False,False,False,True
11/16/2014,SODA,Word before or after lime,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
11/4/2014,VOCAL,Word before range or cord,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
10/30/2014,ASK,Word before an advice columnist's name,Other,,False,6,38,6,False,False,False,False,0,False,5.5,0,0.16666666666666666,0.02631578947368421,False,False,False,False,False,True
10/21/2014,REST,Word before home and room,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
9/17/2014,SHEET,Word before cake or music,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.0,False,False,False,False,False,True
9/11/2014,RED,Word before Sox or Wings,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.6,0.0,False,False,False,False,False,True
